0.18182,0,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.18182,0.090909,0,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.18182,0.090909,0.090909,0,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.18182,0.090909,0.090909,0.090909,0,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.18182,0.090909,0.090909,0.090909,0.090909,0,0.090909,0.090909,0.090909,0.090909,0.090909,0.18182,0.090909,0.090909,0.090909,0.090909,0.090909,0,0.090909,0.090909,0.090909,0.090909,0.18182,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0,0.090909,0.090909,0.090909,0.18182,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0,0.090909,0.090909,0.18182,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0,0.090909,0.18182,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0.090909,0
0.18545,0,0.091117,0.091273,0.093218,0.089816,0.097789,0.094276,0.090974,0.072861,0.093225,0.18831,0.089015,0,0.090464,0.090854,0.093346,0.098201,0.089959,0.094397,0.074793,0.090661,0.18625,0.091301,0.089178,0,0.093723,0.091947,0.098002,0.092082,0.09155,0.074117,0.091854,0.18572,0.093438,0.092267,0.091592,0,0.093297,0.093435,0.092067,0.092139,0.07553,0.090513,0.18777,0.093098,0.093197,0.091159,0.088595,0,0.095268,0.092742,0.088454,0.074351,0.095363,0.23603,0.094268,0.09517,0.094652,0.094134,0.0937,0,0.091363,0.090923,0.013521,0.096243,0.19259,0.092317,0.090272,0.091983,0.091443,0.091116,0.098045,0,0.086495,0.075431,0.090307,0.19393,0.09182,0.088822,0.086927,0.090492,0.091316,0.097804,0.090258,0,0.074594,0.094036,0.12774,0.093927,0.09164,0.097584,0.093763,0.097478,0.11313,0.095077,0.093003,0,0.096654,0.18888,0.096109,0.094582,0.093275,0.091167,0.090399,0.096184,0.090094,0.088169,0.071142,0
0.19969,0,0.094445,0.092519,0.094213,0.089754,0.076456,0.094512,0.089665,0.077766,0.090984,0.20511,0.090833,0,0.088001,0.090616,0.096146,0.073819,0.092744,0.090025,0.078343,0.094363,0.19391,0.090459,0.092812,0,0.094348,0.091725,0.079603,0.093201,0.095105,0.078381,0.090459,0.19895,0.092736,0.095321,0.092916,0,0.091343,0.07519,0.09455,0.091478,0.07874,0.088781,0.19556,0.10021,0.095276,0.088443,0.091725,0,0.072545,0.096213,0.088256,0.072843,0.098933,0.17617,0.10407,0.10093,0.10044,0.10144,0.10293,0,0.09718,0.091965,0.01814,0.10676,0.2081,0.093081,0.087229,0.087499,0.09144,0.092871,0.07928,0,0.088046,0.079804,0.092647,0.2036,0.095134,0.087844,0.087282,0.092744,0.095359,0.074703,0.090728,0,0.078021,0.094587,0.16636,0.102,0.10022,0.10131,0.1005,0.1052,0.017144,0.10159,0.10452,0,0.10116,0.19948,0.097674,0.094677,0.092594,0.087911,0.091643,0.077467,0.093433,0.091373,0.07375,0
0.21324,0,0.09649,0.090482,0.092796,0.072608,0.079098,0.094219,0.089396,0.080248,0.091423,0.21496,0.092286,0,0.086694,0.089296,0.079019,0.077208,0.092544,0.09069,0.082583,0.094722,0.20173,0.091581,0.0947,0,0.096605,0.071379,0.080305,0.094751,0.096353,0.079637,0.092961,0.20446,0.088757,0.097338,0.094974,0,0.073729,0.076892,0.093486,0.095987,0.084028,0.090352,0.14577,0.11012,0.1022,0.091121,0.094456,0,0.076137,0.098049,0.086903,0.098445,0.096799,0.18367,0.10507,0.10059,0.10062,0.10286,0.089562,0,0.099422,0.092861,0.020696,0.10465,0.21629,0.092451,0.094104,0.090144,0.092264,0.077395,0.080902,0,0.0876,0.080104,0.088743,0.21325,0.094384,0.089648,0.08783,0.092099,0.07654,0.076417,0.092149,0,0.084517,0.09317,0.22056,0.10687,0.106,0.10574,0.10682,0.015667,0.018636,0.10565,0.10484,0,0.10921,0.21123,0.10292,0.093845,0.091984,0.088319,0.071717,0.075038,0.093989,0.092904,0.078056,0
0.16776,0,0.097852,0.095946,0.099779,0.096214,0.08223,0.096717,0.08999,0.079903,0.093604,0.22792,0.074093,0,0.082419,0.093545,0.079517,0.076194,0.092855,0.09015,0.083932,0.099378,0.2156,0.073083,0.09346,0,0.096667,0.072667,0.081206,0.097744,0.095569,0.082755,0.091249,0.21319,0.069812,0.098238,0.097204,0,0.076332,0.077532,0.092492,0.097416,0.084412,0.093372,0.1887,0.016213,0.10733,0.097967,0.10122,0,0.081212,0.10854,0.089314,0.10484,0.10467,0.18885,0.088122,0.10161,0.10009,0.10782,0.093582,0,0.095117,0.095081,0.02208,0.10764,0.22774,0.072574,0.098004,0.090876,0.0962,0.0826,0.080841,0,0.085539,0.076623,0.089008,0.22225,0.073454,0.091059,0.090695,0.095182,0.078332,0.079561,0.092848,0,0.084674,0.091946,0.23373,0.087234,0.10779,0.10844,0.10256,0.015113,0.018122,0.10736,0.10525,0,0.11441,0.22604,0.083896,0.094754,0.08823,0.088688,0.072448,0.072391,0.094841,0.096564,0.08215,0
0.20403,0,0.089111,0.081976,0.085593,0.080494,0.086759,0.093933,0.087549,0.09243,0.098124,0.24842,0.073242,0,0.066541,0.081917,0.084566,0.080752,0.07401,0.094724,0.08328,0.11255,0.20265,0.090573,0.088952,0,0.080691,0.075693,0.097094,0.07986,0.094407,0.082925,0.10716,0.22358,0.074743,0.085673,0.07403,0,0.065594,0.07755,0.10127,0.087807,0.087154,0.12261,0.17986,0.013651,0.015494,0.020654,0.11024,0,0.10091,0.018896,0.095395,0.010199,0.4347,0.20984,0.10468,0.083044,0.07662,0.094882,0.082808,0,0.080295,0.096561,0.018558,0.1527,0.2709,0.072116,0.089229,0.090257,0.092589,0.014406,0.088103,0,0.091543,0.083776,0.10708,0.26889,0.073854,0.08164,0.085139,0.083538,0.061739,0.069188,0.090474,0,0.086027,0.099507,0.39934,0.085436,0.10595,0.10607,0.017529,0.019309,0.025278,0.10342,0.11595,0,0.021717,0.28019,0.085157,0.091818,0.072806,0.084428,0.028875,0.065078,0.074841,0.10903,0.10778,0
0.20401,0,0.085622,0.075427,0.085956,0.07521,0.086944,0.098232,0.089361,0.094184,0.10505,0.2442,0.075879,0,0.069786,0.081718,0.078742,0.085119,0.069711,0.094198,0.082762,0.11789,0.20391,0.088005,0.086926,0,0.080078,0.073365,0.097352,0.075724,0.091281,0.08314,0.12022,0.20694,0.071083,0.080726,0.074615,0,0.067498,0.075084,0.10197,0.086636,0.085377,0.15007,0.033551,0.005932,0.0085182,0.011742,0.06458,0,0.058248,0.0092623,0.044754,0.0042574,0.75916,0.19707,0.10608,0.076526,0.074625,0.093201,0.084202,0,0.07911,0.095275,0.017358,0.17655,0.25973,0.073731,0.089695,0.09257,0.094663,0.012962,0.087907,0,0.090166,0.081967,0.11661,0.2571,0.073711,0.08439,0.081162,0.083861,0.057571,0.071126,0.09076,0,0.085613,0.1147,0.40554,0.086282,0.10314,0.10284,0.015322,0.019109,0.023522,0.10697,0.11198,0,0.025305,0.32538,0.08166,0.090661,0.06381,0.075322,0.0052817,0.061333,0.075914,0.10835,0.11229,0
0.22219,0,0.087867,0.075509,0.084356,0.066916,0.091013,0.098434,0.088823,0.098217,0.086676,0.25818,0.07816,0,0.071451,0.085191,0.06935,0.090544,0.067654,0.093872,0.085677,0.09992,0.2222,0.088005,0.087692,0,0.07975,0.063571,0.096365,0.075309,0.094515,0.085164,0.10743,0.21948,0.076143,0.081722,0.0759,0,0.057627,0.079263,0.10908,0.087658,0.086163,0.12696,0.038764,0.0060416,0.0099371,0.010515,0.070487,0,0.065801,0.010421,0.051898,0.0053158,0.73082,0.3037,0.11924,0.089708,0.087014,0.1038,0.032984,0,0.097826,0.11292,0.021722,0.031087,0.27307,0.076516,0.089691,0.091942,0.095209,0.010642,0.096913,0,0.093854,0.079271,0.092897,0.2716,0.073432,0.089969,0.078837,0.08651,0.049475,0.074526,0.09262,0,0.08837,0.094661,0.40402,0.089196,0.10352,0.10668,0.016307,0.017705,0.023407,0.10436,0.11438,0,0.020425,0.25883,0.090246,0.092279,0.067896,0.08226,0.0070831,0.091976,0.083007,0.11703,0.10939,0
0.20359,0,0.08225,0.073101,0.081446,0.075455,0.091463,0.098686,0.084906,0.091067,0.11803,0.23771,0.073721,0,0.073692,0.083707,0.079598,0.087593,0.063145,0.089383,0.083814,0.12764,0.19904,0.092919,0.082023,0,0.07466,0.077202,0.091933,0.072933,0.084329,0.080535,0.14443,0.066907,0.067363,0.067485,0.070856,0,0.12655,0.056286,0.080264,0.07134,0.055329,0.33762,0.031386,0.0055713,0.0085211,0.0083285,0.058544,0,0.052216,0.0082047,0.04566,0.0047789,0.77679,0.29192,0.12017,0.089276,0.088138,0.10037,0.036513,0,0.098275,0.11233,0.021853,0.041156,0.25854,0.078079,0.082645,0.08773,0.094195,0.012775,0.09427,0,0.093966,0.075635,0.12216,0.25294,0.07559,0.084208,0.079945,0.078122,0.058395,0.07257,0.087775,0,0.084846,0.12561,0.38063,0.091616,0.10867,0.10584,0.017117,0.020075,0.022791,0.11251,0.11263,0,0.028119,0.34416,0.083084,0.086559,0.060153,0.025279,0.0046957,0.088228,0.082083,0.11047,0.11529,0
0.21246,0,0.088339,0.078131,0.079581,0.066543,0.091955,0.10233,0.084527,0.095852,0.10028,0.25801,0.073884,0,0.079666,0.079249,0.071429,0.086455,0.063626,0.092006,0.086659,0.10902,0.30961,0.10305,0.089081,0,0.055456,0.02902,0.10793,0.080945,0.091477,0.10921,0.024219,0.076656,0.074857,0.069118,0.076162,0,0.12057,0.057409,0.088868,0.075428,0.060053,0.30088,0.036856,0.0061755,0.011205,0.009156,0.062792,0,0.058588,0.0088334,0.050571,0.0058747,0.74995,0.30674,0.1142,0.087657,0.095562,0.093464,0.02966,0,0.099809,0.11165,0.024018,0.037238,0.26957,0.076434,0.086463,0.090931,0.088492,0.012272,0.095408,0,0.093277,0.082122,0.10503,0.26534,0.077901,0.087529,0.089823,0.074815,0.047189,0.071634,0.089047,0,0.091537,0.10518,0.3954,0.088355,0.10978,0.10676,0.016756,0.015899,0.021938,0.1066,0.11644,0,0.022085,0.26589,0.089652,0.094138,0.097626,0.029353,0.0055773,0.092066,0.087708,0.12022,0.11777,0
